owner_id,owned_id,share
P013521,C032832,0.1725
P000572,C027152,0.5549
P004484,C029250,0.5269
P010991,C002745,0.0621
P000676,C013704,0.3000
P007865,C028815,0.1500
P010368,C002145,0.2678
P009997,C024567,0.8700
P003417,C004786,0.2196
P012529,C013535,0.3605
C029063,C006143,0.4268
P008041,C008270,0.2201
P010916,C033583,0.3578
P009816,C023024,0.2795
C017244,C011886,0.2309
P007173,C008277,0.3442
C030627,C023970,0.4655
C031969,C006404,0.1560
P008303,C015803,0.5569
P003349,C005373,0.2826
P008421,C033002,0.4255
 P007289,C007377,0.1852
P000930,C019290,0.6090
C000787,C030973,0.3000
C014148,C020809,0.8500
P003253,C007534,0.2826
P005071,C008563,0.3343
P010240,C026296,0.3450
P011348,C009192,0.2405
C029407,C034749,0.3000
P001194,C024343,0.1570
P007508,C008423,0.1659
P006410,C032466,0.0689
P004907,C030523,1.0000
P013718,C007498,0.4350
C018855,C019608,0.2678
P013137,C025735,0.2214
P012242,C020457,0.3527
P013941,C003464,0.7000
C018478,C003656,0.1067
C007254,C010011,0.7000
P009605,C031336,0.3750
P006084,C018168,0.4039
P013998,C008506,0.0865
P009015,C016683,0.1114
P014037,C015551,0.1858
P012475,C018178,0.3436
P003422,C003411,1.0800
P012495,C014547,0.0690
C026107,C005737,0.3000
P012276,C008598,0.1873
P006711,C001024,0.0941
C013129,C015841,0.3000
C003841,C011769,0.1579
P013236,C009311,0.1725
P005447,C028731,0.1224
P000155,C033302,0.2028
P003972,C033522,0.1500
C024829,C018442 ,0.8500
 C001290,C020136,0.1623
P007359,C031300,0.1659
P012080,C023344,0.2209
P014635,C015407,0.7115
C006031,C004228,0.7000
P003622,C010119,0.3347
P004275,C032724,0.6654
C034393,C025879,0.3000
P014466,C025805,0.0625
P001330,C008872,0.1620
C002024,C028270,0.0698
P000386,C019443,0.2610
P009791,C013470,0.0348
P007604,C031378,0.6590
P000070,C026782,0.5000
C002530,C018712,0.1229
P000217,C021507,0.3760
C032697,C027985,0.8500
P013431,C023151,0.1124
P001853,C020602,0.6787
P005425,C029035,0.5132
P008492,C018802,0.1552
P004652,C016079,0.2457
P002124,C024575,0.1673
P014407,C013377,0.3858
C024703,C005372,0.8500
P000901,C022294,0.3338
P002429,C023173,0.1104
P010781,C031772 ,0.1387
P011852,C011422,0.0210
P006932,C018173,0.5750
P011834,C029039,0.1520
P014847,C032374,0.0829
P001455,C030037,0.7560
P011110,C027868,0.8277
C033051,C001969,0.3000
C033213,C023017,0.1690
P010740,C012860,0.4650
P014852,C024109,1.0000
C010305,C014999,0.5000
P013277,C001441,0.7000
 P005888,C011646,0.1388
P012881,C028013,0.3426
P006779,C029520,0.3240
C007218,C020186,0.3000
C015331,C027819,0.5091
P002375,C002960,0.6832
P007988,C022056,1.0000
C010084,C008162,0.5000
P011752,C003198,0.5250
P003841,C032259,0.0960
P011900,C018685,0.1054
P011155,C016687,0.3010
P005045,C034031,0.1395
P005399,C026487,0.1119
P010682,C011505,0.5447
C021239,C030645,0.1884
P014510,C021006,1.0000
P008135,C023050 ,0.1430
C026588,C022404,0.8500
P000120,C015156,0.4057
C028580,C022248,0.2293
P010406,C034569,0.5874
P008770,C001050,0.6497
P003378,C001695,0.2364
C003879,C018952,0.7000
P010894,C016235,1.0000
C017110,C018860,0.3487
P006006,C013307,0.1500
C010222,C023255,0.4806
P001101,C017330,0.4596
P006993,C005133,0.1583
C015709,C006760,0.7000
P007022,C010869,0.4557
P007242,C020029,0.7253
P009814,C004665,0.0579
C000124,C032505,0.5118
P007244,C006751,0.4866
C023119,C000355,0.3000
C017361,C012317,0.7000
P005066,C010093,0.5000
C016937,C002526,0.2914
P010540,C015504,0.4702
C015211,C007846,0.0000
C012683,C031944,0.2606
P001567,C019955,0.1859
P000135,C019986,0.6510
C004146,C022305,0.7000
C027274,C012518,0.5000
P000294,C011635,0.2485
P013126,C009465,0.0874
P006910,C013177,0.4546
P014513,C030216,0.1899
C016210,C011322,0.3923
P001079,C027833,0.4650
P007601,C018745,0.1698
C020119,C020213,0.5000
P005184,C025660,0.4493
P001156,C026687,0.2000
P007737,C012114,0.1500
P010100,C013624,0.1305
P009364,C006112,0.1338
P008622,C028778,0.1582
P004487,C018849,0.7000
P006036,C026671,0.2197
P013216,C016011,0.9300
P007613,C008838,0.3433
P008776,C031808,0.2563
P013845,C017107,0.2874
C024264,C009043,0.3000
P001695,C017261,0.6541
P003418,C005517,1.0000
P005350,C011694,0.7470
C015317,C031160,0.2296
P003158,C012020,0.5115
P008427,C025986,0.0306
P009299,C005585,0.2715
P003392,C009762,0.3240
P012083,C016016,0.6510
P012061,C026328,0.2880
P008615,C016201,1.1500
P001843,C015895,0.2930
P004005,C005300,0.5750
P005895,C021762,1.0800
P002056,C028399,1.0000
P008986,C003112,0.7500
P001165,C023703,0.5762
P013586,C010214,0.4462
P007273,C022181,0.3074
P013836,C031961,0.2477
P000461,C021070,0.0271
P011483,C012270,0.7054
C021713,C007267,0.4427
P000695,C020258,0.5231
C91000849,C91000850,1.0000
P002197,C013232,0.4350
C014174,C027857,0.2854
C032927,C028194,0.1776
P002297,C016497,0.4157
C020672,C001303,0.3000
P002829,C031727,0.0999
P009074,C002549,0.3433
C016934,C009244,0.1120
P002761,C012268,0.8050
P002838,C018506,0.7545
C91001393,C91001394,1.0000
C005640,C010448,0.3000
P005543,C006469,0.5410
C026589,C008973,0.5000
P009029,C002752,1.0800
P007459,C015786,0.4901
C020468,C007532,0.1644
C031992,C025014,0.7000
C003287,C016574,0.2991
P009867,C012978,0.1949
P010390,C022865,0.1180
P014041,C033075,0.2610
P007638,C001347,0.4622
C018242,C034965,0.7000
P011510,C013983,0.7500
C034477,C003232,0.7000
C021351,C025813,0.2666
P005577,C015932,0.0786
P004578,C029544,0.2053
P001792,C025905,0.1305
P010588,C015810,0.3336
C024575,C013464,0.3000
C016497,C010009,0.5901
P014922,C031707,0.2445
P000698,C006318,0.3000
C012267,C004912,0.5000
P003755,C027278,0.8700
P010840,C009660,0.3000
P007419,C029359,0.3626
P005992,C030354,0.1725
P009102,C010574,0.1118
P008021,C016377,0.4044
P009325,C032705,0.1928
C019082,C029879,0.2090
P000617,C031504,0.7000
P009754,C008736,0.1007
C017834,C001416,0.5000
P010705,C028101,0.1500
C027059,C026055,0.8500
P013388,C020609,0.2342
C028049,C022799,0.8500
P001375,C021797,0.1692
P011308,C001006,0.1997
P007779,C006107,0.3640
P005877,C009868,0.8050
C022257,C026544,0.5000
P000209,C024061,0.0451
P005587,C025007,0.4650
P012330,C016381,0.0754
C031574,C019040,0.8500
C011888,C023715,0.2056
P012357,C021821,0.5000
C003040,C034891,0.5000
P007716,C003970,0.7494
C000377,C031150,0.3236
C005848,C018592,0.1843
P001520,C019223,0.2272
C007693,C026474,0.8500
C004688,C028170,0.3000
P003965,C032046,0.5031
P006255,C032688,0.5131
P004514,C024802,0.1113
P011335,C016563,0.1500
P001432,C008852,0.5645
P002337,C015838,0.1345
P001428,C024358,0.3450
P006451,C009302,0.3992
C022632,C005870,0.8500
C011731,C008566,0.3000
C013475,C024098,0.3000
P006314,C024541,0.3421
P008574,C031860,0.9300
P001627,C021833,0.0217
P009313,C013354,0.7027
P006858,C010574,0.0860
C022254,C028497,0.3000
C032116,C000221,0.1004
P007345,C025160,0.1305
P014236,C018509,1.0000
P010695,C023413,0.1168
P008397,C020786,0.2521
P000379,C008682,0.1455
C013007,C018893,0.3000
C018047,C014616,0.5000
 P001313,C020066,0.2629
P000398,C008133,0.2025
C031846,C030673,0.5000
P009654,C018047,0.1125
C029546,C015632,0.4717
P009034,C012909,0.6805
C027191,C013111,0.0869
P006763,C006786,0.5250
P014500,C014693,0.4682
P014553,C026224,0.4659
C002704,C011347,0.2234
P003749,C011989,0.3804
C91001227,C91001228,1.0000
P011711,C014752,0.1125
P007898,C019697,0.4240
P008406,C009567,0.7205
P000779,C018117,0.0697
P001325,C032627,0.1620
C006948,C030498,0.2189
P004668,C025888,0.3042
P014605,C030599,0.1500
C023840,C021780,0.2263
P012761,C006252,0.2200
P009233,C016937,1.0800
P001497,C030644,0.2792
C000355,C023975,0.1542
P000101,C019001,0.3158
C003497,C011409,0.7000
P000650,C012309,0.2095
P005630,C033726,0.4392
C020476,C010718,0.0705
 P008897,C009082,0.8050
C014522,C016958,0.4198
P003178,C029825,0.1529
P013554,C022671,0.0316
P010818,C020900,0.6835
C91000383,C91000384,1.0000
P000562,C006577,0.8050
P009150,C030210,0.4712
P009216,C018912,0.5000
C012796,C017454,0.0962
P001154,C020479,0.1500
P000180,C004987,0.1620
C013163,C032100,0.5000
P000144,C033527,0.2973
C005014,C010361,0.8500
C023188,C011221,0.3000
C010233,C029548,0.1537
P011509,C004593,0.3289
C024679,C011432,0.8500
C024262,C032829,0.1065
P005693,C004758,0.1838
P007737,C015272,0.8700
C034472,C006149,0.5000
P007670,C016544,0.1364
P005062,C012148 ,0.0613
P011092,C010473,0.7000
P010808,C016405,1.0000
C018412,C027141,0.4259
C013475,C007916,0.5363
P000777,C030466,0.2250
P011246,C024096,0.1262
P003011,C030107,0.1023
C020648,C033736,0.2107
P012765,C020623,0.1500
P007275,C000201,0.3471
P000315,C019071,0.0287
C015322,C020801,0.5000
P005392,C007323,0.2610
P011948,C030852,0.5655
P007252,C020246,0.7560
P002946,C024561,0.1725
P009033,C001181,0.3602
P012270,C008758,0.0935
P010511,C003748,0.5536
P010005,C016205,0.6090
C024883,C003338,0.3159
P009149,C010924,0.1373
P013291,C011011,0.4360
C007129,C030133,0.4441
P003406,C010441,0.2016
P001476,C013564,0.3575
C017816,C023162,0.3913
C013720,C005169,0.5000
P006278,C029362,0.3591
P010413,C023927,0.2292
P014209,C012728,0.2790
P000643,C006083,0.5089
C029550,C007499,0.5000
P008737,C009480,0.4987
P014703,C029649,0.0864
P012559,C008824,0.6811
C019001,C005830,0.7000
C024815,C028653,0.1038
P010105,C002527,0.2790
P008561,C012821,0.8700
P002897,C027229,0.3110
P012217,C017776,0.1018
P004036,C000823,0.8050
C014812,C022223,0.8500
C024647,C004775,0.8500
P004574,C002072,0.2196
P008954,C015231,0.1158
P014794,C013764,1.0000
P009829,C034817,0.5167
C032969,C029567,0.2375
P000214,C019907,0.4406
P006344,C024391,0.1651
C91000595,C91000596,1.0000
C007453,C012291,0.3000
P003855,C002210,0.1500
P009737,C028234,0.1208
P012041,C003042,0.5283
C015827,C015677,0.1373
P012114,C021100,0.3240
C027649,C027800,0.7000
C003533,C007323,0.3816
P005516,C003567,0.5000
 P003100,C002647,1.0000
C023240,C002818,0.0780
P014603,C004218,0.1103
C024023,C026898,0.3446
P011370,C026348,0.4563
C017306,C001437,0.3000
P009323,C017465,0.0299
P001840,C019466,0.2756
P002640,C021258,1.0000
P013018,C033022,0.5000
P003508,C015110,0.3283
P007864,C002441,1.1500
P009878,C026748,0.2622
P002249,C033258,0.3000
P012171,C028993,0.5595
C020428,C033508,0.0000
C020639,C001871,0.2529
P002735,C006415,0.6778
P007336,C011669,0.2586
C012534,C002744,0.2590
P004950,C010741,0.2889
P005836,C008770,0.2714
P000414,C014658,1.0800
P014657,C023208,0.5000
C000745,C027394,0.3962
P010977,C018231,0.3000
P013760,C011090,0.3210
P012347,C031038,0.4684
P006074,C031272 ,0.6833
P014737,C020918,0.1268
P002726,C019767,0.2250
P005526,C009420,0.3728
C000385,C002320,0.5000
C009179,C026344,0.7000
P004472,C032367,0.5614
P011473,C014803,0.3750
P001301,C020682,0.1626
C91000911,C91000912,1.0000
C003685,C019243,0.3000
C027481,C006362,0.3778
P001032,C006979,1.0000
P000185,C029446,1.0800
P005103,C004205,0.5619
P001182,C008887,0.4237
P002550,C007772,0.0140
C022870,C007724,0.0636
P002996,C017396,0.2238
C015661,C010953,0.2384
C002173,C034614,0.1339
P011274,C029742,0.1786
C003781,C027378,0.5000
P012181,C010115,0.1395
C024001,C004658,0.3000
P000122,C024676,0.9300
P007271,C029396,0.5750
P009458,C012174,0.2112
P008280,C024536,0.1305
C007945,C032105,0.3539
P013273,C004030,0.1715
P014425,C027613,0.5400
P008250,C000235,0.8700
P002682,C000308,0.5000
C012685,C034261,0.5000
P013854,C021422,0.4629
C001040,C001381,0.1042
C028098,C011958,0.2721
C91000140,C91000141,1.0000
P006905,C000150,0.3749
C016302,C019197,0.7000
C91001830,C91001831,1.0000
P010697,C019001,0.3115
C026341,C022956,0.4036
C009029,C034914,0.3000
P010000,C019381,0.5082
C013052,C029632,0.3000
C008711,C032850,0.1106
P013174,C013886,0.3184
P003931,C015374,0.1500
P000107,C009417,0.0938
P012963,C005564,0.8700
P010327,C006048,0.2326
C020962,C027747,0.8500
P012233,C033821,0.4653
P002300,C021735,0.0337
C033787,C025830,0.5000
C016034,C013554,0.3340
C91000511,C91000512,1.0000
C002153,C024689,0.5000
P001036,C005701,0.0934
P006616,C016647,0.3000
P002210,C034954,0.2506
C013973,C008794,0.3000
P008445,C009994 ,0.8050
C005669,C031906,0.8500
C013108,C005782,0.1894
P008643,C006833,0.9300
C007731,C020089,0.1961
P014437,C020204,0.3316
P005581,C009077,0.1236
P005375,C020244,0.1620
C015309,C017640,0.7000
P009181,C013387,0.7000
P012660,C029844,0.1156
P007035,C006330,0.0381
C002631,C012687,0.3344
P008467,C006976,0.2577
P011289,C031595,0.4627
P014692,C024880,0.3814
P013176,C030960,0.0531
P011664,C010466,0.6510
P007448,C034773,0.1296
P007347,C009382,0.5750
C91001362,C91001363,1.0000
P005668,C022609,0.1140
C021826,C014140,0.1121
P003147,C021504,0.4350
C013630,C015918,0.4223
P006771,C016150,0.3240
P003633,C016275,0.3004
P002081,C021309,0.0766
P013362,C022333,0.3186
P004354,C004502,0.0486
C000107,C020406,0.3000
C017359,C024995,0.1597
P007766,C000075,0.4819
P010913,C030672,0.4350
P011767,C008716,0.7500
P003248,C021645,0.7560
C030500,C028480,0.8500
P002459,C027861 ,0.3175
P007609,C021225,0.1537
P006735,C019994,0.2250
P012450,C033503,0.4650
C012712,C004686,0.2334
P007129,C023048,0.0572
C030842,C015700,0.8500
P011979,C025365,0.2250
P002280,C009554,0.6510
C034518,C017223,0.8500
C017219,C022544,0.3000
C005706,C025366,0.1878
P011734,C003958,0.1500
C013819,C001966,0.2289
P010735,C007007,0.1161
C006058,C013435,0.7000
P001006,C009614,0.0654
C032553,C007974,0.5000
P004878,C010688,0.3000
P007921,C003535,0.2390
P005125,C000612,0.3450
C030925,C030986,0.6431
P010858,C024613,0.3000
P004493,C014046,0.2798
C026943,C027844,0.8500
C031124,C017823,0.5000
C022078,C009703,0.7000
C006227,C003850,0.1198
P010230,C000733,0.3259
C034978,C001228,0.5036
P012362,C015210,0.0604
P003965,C010464,0.6510
C003622,C005826,0.7000
C032325,C006554,0.3000
P012768,C017603,0.4031
P012690,C027315,0.2220
C015228,C023842,0.8500
P007396,C024897,0.0826
P004713,C018581,0.7560
C031637,C031744,0.1621
P004066,C021236,0.1989
P007845,C005849,0.7000
P008383,C029208,0.1795
C019786,C012102,0.3000
P009196,C005328,0.5091
C022588,C001095,0.2540
P000888,C032215,0.4582
P012861,C027525,1.0000
P012130,C032989,0.2250
C001358,C033669,0.5000
P008108,C024811,0.3450
C014028,C002226,0.8500
P012703,C023805,0.5289
P010657,C031584,0.1125
C014864,C007943,0.8500
P014592,C012541,0.3292
C002549,C014247,0.8500
P004871,C017651,0.1904
P011250,C010295,1.0800
P006907,C021835,0.6330
C018704,C000722,0.3000
 P012129,C005733,0.0358
 P001242,C007027,0.2599
P005993,C024097,0.6631
P009098,C023167,0.5432
P006803,C003787,0.2248
P002102,C017692,0.1875
P013600,C023709,0.2006
P013589,C031992,0.2545
P005628,C004447,0.4820
P013975,C030867,0.0300
P002402,C011367,0.3240
P013425,C008103,0.2040
C013498,C018773,0.3849
P009707,C027825,0.8050
C032019,C009565,0.5000
P007789,C026093,0.1395
P002898,C032619,0.1858
P013328,C031464,0.3010
C027540,C022935,0.1087
P009818,C019819,0.7500
C016907,C021601,0.1430
P008096,C019967,0.4049
P012191,C000304,0.5517
P002695,C023917,0.6422
P013166,C031194,0.5495
C001352,C013901,0.2511
P000992,C033719,0.2640
P000845,C012916,0.4320
C024109,C032798,0.3000
P009776,C009790,0.2547
P000632,C003204,0.1105
P014550,C008100,0.0469
C005096,C023184,0.4878
P000617,C020768,1.0800
P003241,C008006,0.2519
P012068,C003385,0.6392
C007003,C006022,0.8500
P014639,C010278,0.3750
C012019,C019008,0.5000
C005795,C003312,0.3706
P011493,C034035,0.1500
C021398,C002828,0.5000
P004089,C013456,0.0506
P008263,C028068,0.2809
P012460,C033293,0.1471
P010256,C007012,0.3823
P013751,C009193,0.1305
C008658,C033977,0.1416
C018753,C011625,0.3000
C014277,C005382,0.4204
P011582,C007504,0.1019
P000640,C025714,0.7050
P003637,C007457,0.0204
C012037,C022307,0.7000
P009175,C004193,0.2707
C024569,C024141,0.3000
P008499,C028152,0.0542
P008850,C025795 ,0.3715
P014328,C026193,0.3984
C033292,C026863,0.1838
C006224,C028377,0.4957
P003941,C026899,0.2219
C015981,C007752,0.2249
P011597,C017109,0.3050
P013780,C026806,0.2790
P013243,C000339,1.0000
P001596,C013734,0.1003
C91001026,C91001027,1.0000
C027710,C018880,0.8500
P002790,C023900,0.1395
P002631,C013865,0.7500
P002671,C008787,0.5229
P003818,C021827,0.1762
P002561,C023055,0.2650
P004577,C026839,1.1500
C023938,C011015,0.1531
P005736,C000956,1.1500
C020150,C013855,0.1897
 P002107,C001419,0.6588
P006023,C034999,0.5822
C022232,C013092,0.7000
P006896,C019148,0.7560
P006289,C000311,0.1362
P002028,C009405,0.0768
C003105,C024349,0.1280
P001091,C024367,0.1700
P014208,C007984,0.0703
P008379,C015863,0.2763
P000047,C018368 ,0.3000
P011357,C001038,0.0532
P009394,C017969,0.6341
P002943,C011755,0.5351
P002317,C006625,0.1305
C025631,C034451,0.3070
P003455,C024717,0.5302
C006794,C023353,0.8500
P003697,C005484,0.6312
P011368,C026643,0.3513
P001721,C028547,0.2433
P006471,C025665,0.0910
C010026,C008960,0.5341
P010898,C026995,0.9300
C029474,C022501,0.5000
C91001138,C91001139,1.0000
P007967,C011464,0.7500
C000783,C021337,0.5866
P004088,C002073,0.4408
P000969,C009919,0.0876
C015835,C013153,0.2593
P001075,C009814,0.8700
P011905,C020516,0.2917
C91001559,C91001560,1.0000
C022434,C024775,0.5000
P006662,C024923,1.0000
P012773,C033478,0.0568
P006762,C014814,0.0421
P014922,C019248,0.3240
C010643,C029550,0.1666
P005154,C018357,0.7000
C013876,C023028,0.2357
C006791,C024637,0.2240
C031597,C008458,0.7000
P008156,C024170,0.0867
P008588,C007492,0.3240
P003614,C029157,0.0509
C026373,C002506,0.5000
C033309,C029006,0.8500
P000284,C024678,0.1125
P006715,C019208,0.4400
P013961,C018463,0.3000
P010673,C011877,1.0000
P011712,C003789,0.3240
C010544,C030554,0.2254
P004167,C015415,0.5261
P009232,C002076,0.0902
P002561,C033110,0.9300
C008123,C022148,0.1437
P010933,C010317,0.1327
P011082,C023824,0.1390
C002182,C021630,0.1858
P011536,C014889,0.5000
C021159,C028614,0.8500
P007802,C030063,0.6835
C009815,C032145,0.5000
P010591,C026015,0.0399
P004413,C022633,0.2580
P010527,C027323,0.0513
P012514,C015961,0.7000
C033029,C032244,0.3610
C014589,C000095,0.5650
P008193,C024288,0.3550
P014000,C019077,0.1500
P006670,C015230,0.2502
C018292,C028085,0.1673
P012438,C005837,0.5117
C010590,C022989,0.2241
C006006,C010445,0.3000
P006138,C010762,0.2105
P013009,C028255,0.3178
C032297,C034825,0.3225
P014871,C033108,0.6685
P003279,C022194,0.4736
P009753,C017604,0.2250
P000159,C011912,0.6103
P014662,C013813,0.7555
P002328,C021813,0.2074
P014296,C028635,1.0000
P012163,C019782,0.5404
P001699,C009120,0.5250
C020724,C005735,0.3000
C030848,C019061,0.1536
P014293,C004239,0.7560
P010819,C016996,0.1775
C91000563,C91000564,1.0000
C017058,C011792,0.3001
C034333,C019617,0.3000
P006705,C022352,0.5000
P011717,C013405,0.2337
C008671,C029944,0.2753
P011540,C031033,0.1263
C009341,C014466,0.4030
P004523,C009063,0.5750
P005295,C020458,0.1620
P000295,C020887,0.5000
C014914,C000912,0.3000
P006662,C024646,0.5780
P006760,C007568,0.5483
C007140,C017458,0.3678
P005699,C020848,0.2232
P013856,C018206,0.6090
P010141,C026762,0.2760
P007013,C014808,0.3064
C013377,C012513,0.3021
C006768,C008200,0.1824
P003684,C018908,0.3903
P005622,C022086,0.4214
P004114,C000742,0.2480
C001403,C019172,0.2038
C001597,C032307,0.7000
C029012,C012566,0.2031
P007403,C022432,0.3066
P000315,C025210,0.3000
C012328,C023664,0.3000
C010732,C006354,0.3000
C023115,C030136,0.5000
P007878,C002317,0.1305
P005161,C019461,1.0000
C003595,C025848,0.3000
P006983,C033913,0.0520
C021319,C024022,0.1662
P004552,C032562,1.0000
C027477,C021208,0.8500
C002259,C032104,0.4786
P012599,C008005,0.3371
P000483,C015426,0.3422
P006773,C002761 ,1.0000
P007174,C020483,0.5000
P011730,C024341,0.5665
P001740,C013058,0.1395
P012541,C023920,0.3750
P010949,C016441,0.7500
P008148,C028964,0.3324
P001357,C013075,0.0469
P010335,C028404,0.2817
P014171,C008642,0.0474
P010062,C026615,0.0433
C009261,C004776,0.7000
C91001215,C91001216,1.0000
C017852,C012167,0.3000
C019057,C014804,0.4309
P002127,C030171,0.0213
P000964,C002162,0.5400
P005365,C031653,1.0000
C028637,C013150,0.7000
C014649,C000824,0.5000
C015476,C031508,0.1067
C031159,C021780,0.0737
P003013,C006338,0.2184
P005547,C008408 ,0.4092
P001735,C015192,1.0800
C012055,C019770,0.4341
P009935,C006376,0.7000
C007915,C006902,0.3000
C033848,C012824,0.7000
P005948,C001793,0.3305
P013063,C015468,0.1982
C020768,C016297,0.2506
P005367,C014630,0.1603
C027292,C019188,0.5000
C027269,C000943,0.5771
P007381,C024458,0.5750
P009779,C015456,0.6219
P011315,C013562,0.3450
P000278,C033885,0.3641
P012940,C028529,0.3888
P014703,C008146,0.0124
P013534,C033158,0.8700
P010004,C013708,0.3374
C027948,C034827,0.2899
P002693,C007766,0.8901
P001159,C013571,0.7908
P005319,C016359,0.1784
P007524,C018392,0.3457
P009367,C006683,0.6510
P009637,C013049,0.7915
P005575,C027428,1.0800
P000570,C027662,0.0727
P010257,C030195,0.3009
P014402,C014955,0.9300
P013723,C030372,1.0000
C016473,C004173,0.5000
P003688,C010248,0.2105
P011584,C019020,0.6510
P010440,C001537,0.3000
P011938,C028398,0.2617
P014584,C011267,0.2085
P012351,C030406,1.0000
P011447,C008498,0.2744
C006574,C004156,0.7000
P007650,C013295,0.4874
P013844,C002029,0.5000
P005504,C005861,0.7000
